bfs_sasiedztwa;200;0.013004302978515625
bfs_nastepniki;200;0.00500178337097168
bfs_krawedzie;200;0.2729661464691162
bfs_macierz;200;0.006510496139526367
bfs_sasiedztwa;400;0.05520129203796387
bfs_nastepniki;400;0.022008180618286133
bfs_krawedzie;400;2.35197114944458
bfs_macierz;400;0.029048442840576172
bfs_sasiedztwa;600;0.13371968269348145
bfs_nastepniki;600;0.05208635330200195
bfs_krawedzie;600;7.892639875411987
bfs_macierz;600;0.06210136413574219
bfs_sasiedztwa;800;0.2248690128326416
bfs_nastepniki;800;0.08614087104797363
bfs_krawedzie;800;19.32944083213806
bfs_macierz;800;0.11919546127319336
bfs_sasiedztwa;1000;0.3716096878051758
bfs_nastepniki;1000;0.1377263069152832
bfs_krawedzie;1000;37.1947705745697
bfs_macierz;1000;0.18430233001708984
bfs_sasiedztwa;1200;0.5458958148956299
bfs_nastepniki;1200;0.21434926986694336
bfs_krawedzie;1200;65.8905725479126
bfs_macierz;1200;0.27048206329345703
bfs_sasiedztwa;1400;0.6941800117492676
bfs_nastepniki;1400;0.27895617485046387
bfs_krawedzie;1400;106.44335055351257
bfs_macierz;1400;0.37355899810791016
bfs_sasiedztwa;1600;0.9557597637176514
bfs_nastepniki;1600;0.38825249671936035
bfs_krawedzie;1600;159.3507785797119
bfs_macierz;1600;0.48641157150268555
bfs_sasiedztwa;1800;1.2381649017333984
bfs_nastepniki;1800;0.4958674907684326
bfs_krawedzie;1800;227.60619354248047
bfs_macierz;1800;0.6041593551635742
bfs_sasiedztwa;2000;1.5391466617584229
bfs_nastepniki;2000;0.6076414585113525
bfs_krawedzie;2000;311.1080696582794
bfs_macierz;2000;0.7764532566070557
bfs_sasiedztwa;2200;1.8551509380340576
bfs_nastepniki;2200;0.7467975616455078
bfs_krawedzie;2200;414.4336898326874
bfs_macierz;2200;0.918022871017456
bfs_sasiedztwa;2400;2.181354522705078
bfs_nastepniki;2400;0.8910648822784424
bfs_krawedzie;2400;535.4045779705048
bfs_macierz;2400;1.0988969802856445
bfs_sasiedztwa;2600;2.5644516944885254
bfs_nastepniki;2600;1.0332841873168945
bfs_krawedzie;2600;686.4246699810028
bfs_macierz;2600;1.291778802871704
bfs_sasiedztwa;2800;3.2603893280029297
bfs_nastepniki;2800;1.2315843105316162
bfs_krawedzie;2800;870.8685319423676
bfs_macierz;2800;1.5030956268310547
bfs_sasiedztwa;3000;3.6434519290924072
bfs_nastepniki;3000;1.4212853908538818
bfs_krawedzie;3000;1065.685214996338
bfs_macierz;3000;1.7083930969238281
